,Adult,Genres,Id,Imdb Id,Keywords,Production Companies,Production Countries,Release Date,Year,Tagline,Title,Budget,Popularity,Runtime,Vote Average,Vote Count,New Key,Worldwide,Domestic,Foreign
104,False,['Adventure'],11780,tt0114287,"['scotland', 'biography', '18th century', 'highlands', 'violent man', 'scottish highlands']","['United Artists', 'Talisman Productions']","['United Kingdom', 'United States of America']",4/13/1995,1995,Honor made him a man. Courage made him a hero. History made him a legend.,Rob Roy,28000000,10.193549,139.0,6.5,151.0,"['scotland', 'biography', '18th century', 'highlands']",31596911,31596911,
106,False,"['Action', 'Crime', 'Fantasy']",414,tt0112462,"['riddle', 'dc comics', 'rose', 'gotham city', 'partner', 'superhero', 'robin', 'broken neck', 'psychologist', 'violence', 'criminal', 'district attorney', 'millionaire', 'falling down stairs', 'tied up', 'tommy gun', 'beretta', 'knocked out', 'super powers', 'disfigurement']","['Warner Bros.', 'Polygram Filmed Entertainment']","['United Kingdom', 'United States of America']",6/16/1995,1995,"Courage now, truth always...",Batman Forever,100000000,13.321354,121.0,5.2,1529.0,"['riddle', 'dc comics', 'rose', 'gotham city', 'partner', 'superhero', 'robin', 'broken neck', 'psychologist', 'violence', 'criminal', 'district attorney', 'millionaire', 'falling down stairs', 'tied up', 'tommy gun', 'beretta', 'knocked out', 'super powers', 'disfigurement']",336529144,184031112,152498032
108,False,['Comedy'],5894,tt0112541,"['smoking', 'corner shop', 'cigarette', 'tobacco', 'cigar']","['Miramax Films', 'InterAL']",['United States of America'],9/15/1995,1995,Welcome to the planet Brooklyn.,Blue in the Face,2000000,11.528147,83.0,6.8,28.0,"['smoking', 'corner shop', 'cigarette', 'tobacco', 'cigar']",1268636,1268636,
110,False,"['Fantasy', 'Comedy', 'Family']",8839,tt0112642,"['halloween', 'friendship', 'supernatural', 'afterlife', 'friends', 'danger', 'ghost', 'disorder', 'young heroes', 'imaginary', 'supernatural ability']","['Universal Pictures', 'Amblin Entertainment', 'The Harvey Entertainment Company']",['United States of America'],5/26/1995,1995,Get an afterlife,Casper,50000000,12.812539,100.0,6.0,1045.0,"['halloween', 'friendship', 'supernatural', 'afterlife', 'friends', 'danger', 'ghost', 'disorder', 'young heroes', 'imaginary', 'supernatural ability']",287928194,100328194,187600000
111,False,"['Mystery', 'Crime', 'Drama']",20649,tt0112688,"['drug pusher', 'train', 'drugs', 'drug lord', 'brooklyn, new york city', 'housing project', 'inner city life']",['Universal Pictures'],['United States of America'],9/15/1995,1995,"When there's murder on the streets, everyone is a suspect.",Clockers,25000000,4.558992,128.0,6.8,69.0,"['drug pusher', 'train', 'drug']",13071518,13071518,
112,False,"['Action', 'Adventure', 'Drama', 'Mystery', 'Science Fiction', 'Thriller']",10329,tt0112715,"['gorilla', 'diamond', 'congo', 'diamond mine']",['Paramount Pictures'],['United States of America'],6/9/1995,1995,Where you are the endangered species.,Congo,50000000,7.260574,109.0,5.0,214.0,"['gorilla', 'kongo', 'diamond mine']",152022101,81022101,71000000
113,False,"['Action', 'Thriller', 'Drama']",8963,tt0112740,"['submarine', 'mutiny', 'russia', 'missile', 'nuclear missile', 'embassy', 'battle for power', 'torpedo', 'military', 'moral dilemma', 'post cold war', 'aircraft carrier', 'chain of command', 'launch code']",['Hollywood Pictures'],['United States of America'],5/12/1995,1995,Danger runs deep.,Crimson Tide,53000000,8.657364999999999,116.0,7.0,508.0,"['submarine', 'mutiny', 'russia', 'missile', 'nuclear missile', 'embassy', 'battle for power', 'torpedo', 'military', 'moral dilemma', 'post cold war', 'aircraft carrier', 'chain of command', 'launch code']",157387195,91387195,66000000
114,False,"['Thriller', 'Action', 'Crime']",8068,tt0112851,"['gunslinger', 'anti terror', 'ambush', 'mexico', 'showdown', 'guitar', 'nudity', 'hitman', 'bartender', 'revenge', 'tragic hero', 'shootout', 'mariachi', 'explosion', 'extreme violence', 'brutality', 'drug lord', 'leg brace', 'concealed weapon', 'flashback']","['Columbia Pictures', 'Los Hooligans Productions']",['United States of America'],8/25/1995,1995,"When the smoke clears, it just means he's reloading.",Desperado,7000000,6.950458,104.0,6.8,898.0,"['gunslinger', 'anti terror', 'ambush', 'mexico', 'showdown', 'guitar', 'nudity', 'hitman', 'bartender', 'revenge', 'tragic hero', 'shootout', 'mariachi', 'explosion', 'extreme violence', 'brutality', 'drug lord', 'leg brace', 'concealed weapon', 'flashback']",25405445,25405445,
115,False,"['Drama', 'Mystery', 'Thriller']",8512,tt0112857,"['based on novel or book', 'war veteran', 'jazz club', 'murder', 'los angeles, california', 'private detective', 'missing person', 'neo-noir', '1940s']","['TriStar Pictures', 'Mundy Lane Entertainment']",['United States of America'],9/15/1995,1995,Private detective Easy Rawlins has been caught on the wrong side of the most dangerous secret in town.,Devil in a Blue Dress,27000000,4.646132,102.0,6.3,88.0,"['jazz club', 'murder', 'los angeles', 'private detective', 'film noir']",16140822,16140822,
118,False,"['Action', 'Adventure', 'Drama', 'Romance']",6520,tt0113071,"['camelot', 'knight', 'king arthur', 'excalibur', 'knights of the round table', 'lancelot']","['Columbia Pictures Corporation', 'First Knight Productions']",['United States of America'],7/7/1995,1995,Their greatest battle would be for her love.,First Knight,55000000,15.178338,134.0,5.9,319.0,"['camelot', 'knight', 'king arthur', 'excalibur']",127600435,37600435,90000000
119,False,"['Action', 'Crime', 'Thriller', 'Drama']",10428,tt0113243,"['female nudity', 'hacker', 'nudity', 'computer virus', 'virtual reality', 'computer', 'sexual fantasy', 'prank', 'internet', 'cyberpunk', 'teenager', 'new york city', 'secret service', 'computer hacker']","['United Artists', 'Suftley']",['United States of America'],9/14/1995,1995,"There is no right or wrong, only fun and boring",Hackers,20000000,14.810519,107.0,6.2,406.0,"['female nudity', 'hacker', 'nudity', 'computer virus', 'virtual reality', 'computer', 'sexual fantasy', 'prank', 'internet', 'cyberpunk', 'teenager', 'new york city', 'secret service', 'computer hacker']",7563728,7563728,
121,False,"['Adventure', 'Action', 'Drama', 'Science Fiction', 'Thriller']",9886,tt0113481,"['brain', 'childhood memory', 'dystopia', 'pharmaceutical industry', 'computer chip', 'courier', 'cyber']","['TriStar Pictures', 'Alliance Communications Corporation']","['Canada', 'United States of America']",5/26/1995,1995,The hottest data on earth. In the coolest head in town.,Johnny Mnemonic,25000000,11.715868,97.0,5.5,380.0,"['brain', 'childhood memory', 'dystopia', 'pharmaceutical industry', 'computer chip', 'courier', 'cyber']",19075720,19075720,
122,False,['Science Fiction'],9482,tt0113492,"['judge', 'dystopia', 'based on comic', 'police officer', 'based on graphic novel', 'frame up', 'dystopic future', 'framed for murder', 'gene', 'prosthetic limb', 'post holocaust', 'dna testing', 'dredd']","['Hollywood Pictures', 'Cinergi Pictures Entertainment']",['United States of America'],6/30/1995,1995,"In the future, one man is the law.",Judge Dredd,90000000,8.184814999999999,96.0,5.4,643.0,"['judge', 'dystopia', 'based on comic', 'police officer', 'based on graphic novel', 'frame up', 'dystopic future', 'framed for murder', 'gene', 'prosthetic limb', 'post holocaust', 'dna testing', 'dredd']",113493481,34693481,78800000
125,False,"['Drama', 'Comedy']",9071,tt0113677,"['cinema', 'independent film']","['JDI productions', 'Lemon Sky Productions']",['United States of America'],1/20/1995,1995,Nick is about to discover the first rule of filmmaking: if at first you don't succeed... PANIC!,Living in Oblivion,500000,10.058329,89.0,7.2,64.0,"['cinema', 'independent film']",1111790,1111790,
128,False,"['Romance', 'Comedy']",2293,tt0113749,"['sex', 'game show', 'slacker', 'shopping', 'mall', 'jay and silent bob', 'silent man', 'coke', 'bandleader']","['Universal Pictures', 'Gramercy Pictures', 'Alphaville Films', 'View Askew Productions']",['United States of America'],10/20/1995,1995,They're not there to shop. They're not there to work. They're just there.,Mallrats,6000000,8.255469999999999,94.0,6.8,400.0,"['sex', 'game show', 'slacker', 'shopping', 'mall', 'jay and silent bob', 'silent man', 'coke', 'bandleader']",2122561,2122561,
129,False,"['Action', 'Adventure', 'Science Fiction', 'Family', 'Fantasy']",9070,tt0113820,"['based on tv series', 'tokusatsu', 'superhero team', 'ethnic diversity', 'super sentai', 'power rangers', 'mighty morphin power rangers']","['Twentieth Century Fox Film Corporation', 'Saban Entertainment', 'Toei Company']","['Japan', 'United States of America']",6/30/1995,1995,The Power Is On!,Mighty Morphin Power Rangers: The Movie,15000000,7.0242270000000016,92.0,5.2,153.0,"['based on tv series', 'tokusatsu', 'superhero team', 'ethnic diversity', 'super sentai', 'power rangers', 'mighty morphin power rangers']",66433194,38187431,28245763
131,False,"['Thriller', 'Foreign']",48787,tt0110604,"['chase', 'snuff', 'police', 'murder', 'mute', 'disk']","['Comet Film Produktion GmbH', 'Avrora Media', 'Cobblestone Pictures']","['Germany', 'Russia', 'United Kingdom', 'United States of America']",9/28/1995,1995,She Can't Speak. She Can't Scream. She Can't Beg For Mercy.,Mute Witness,2,2.466066,95.0,6.4,36.0,"['chase', 'police', 'murder', 'mute']",1125910,1125910,
132,False,"['Crime', 'Drama', 'Mystery', 'Thriller', 'Action']",1642,tt0113957,"['cheating', 'new identity', 'computer virus', 'chase', 'computer', 'stalking']",['Columbia Pictures'],['United States of America'],7/28/1995,1995,"No driver's license, no credit cards, no passport, no access to her bank accounts in a foreign country ... She finds her identity stolen.",The Net,22000000,13.304342000000002,114.0,5.6,359.0,"['cheating', 'new identity', 'computer virus', 'chase', 'computer']",110627965,50727965,59900000
134,False,['Comedy'],36196,tt0114095,"['library', 'party', 'independent film', 'free spirit', 'woman director']",['Party Productions'],['United States of America'],6/9/1995,1995,"Sassy, savvy and definitely clued-in!",Party Girl,150000,1.165039,94.0,5.8,14.0,"['library', 'party', 'independent film', 'free spirit', 'woman director']",472370,472370,
135,False,"['Fantasy', 'Horror', 'Thriller']",11980,tt0114194,"['angel', 'archangel gabriel', 'menschheit']",['Dimension Films'],['United States of America'],9/1/1995,1995,"On ancient ground, at the edge of the world, an evil born in heaven is about to be unleashed on earth.",The Prophecy,8,10.187623,98.0,6.4,139.0,"['angel', 'archangel gabriel']",16115878,16115878,
137,False,"['Drama', 'History', 'Romance']",10533,tt0114345,"['based on novel or book', 'boston, massachusetts', 'witch burning', 'pregnancy', 'puritan', 'period drama', 'extramarital affair', '17th century']","['Hollywood Pictures', 'Cinergi Pictures Entertainment']",['United States of America'],10/13/1995,1995,"When intimacy is forbidden and passion is a sin, love is the most defiant crime of all.",The Scarlet Letter,50000000,6.752119,135.0,5.5,111.0,"['based on novel', 'burning of witches', 'puritan', 'pregnancy', 'period drama']",10382407,10382407,
139,False,['Drama'],10802,tt0114436,"['dancing', 'go-go dancer', 'spanner', 'seduction', 'striptease', 'sexappeal', 'rivalry', 'cult film']","['United Artists', 'Carolco Pictures']","['France', 'United States of America']",9/22/1995,1995,Beyond your wildest dreams. Beyond your wildest fantasies.,Showgirls,45000000,17.502375,128.0,4.9,261.0,"['dancing', 'female nudity', 'spanner', 'seduction', 'striptease']",20350754,20350754,
140,False,"['Comedy', 'Drama']",10149,tt0114478,"['smoking', 'robber', 'cigarette', 'cigar', 'laden', 'independent film']",['Miramax Films'],"['Germany', 'Japan', 'United States of America']",6/9/1995,1995,Where there's smoke... there's laughter!,Smoke,7000000,5.552946,112.0,7.2,115.0,"['smoking', 'robber', 'cigarette', 'cigar', 'laden', 'independent film']",8367636,8367636,
142,False,"['Science Fiction', 'Horror', 'Action']",9348,tt0114508,"['telepathy', 'dna', 'paranoia', 'genetics', 'instinct', 'femme fatale', 'alien', 'on the run', 'decapitation', 'sexual attraction', 'los angeles', 'cocoon', 'genetic engineering', 'scientists']",[],['United States of America'],7/7/1995,1995,Our time is up.,Species,35000000,13.492845,108.0,5.5,457.0,"['telepathy', 'dna', 'paranoia', 'genetics', 'instinct', 'femme fatale', 'alien', 'on the run', 'decapitation', 'sexual attraction', 'los angeles', 'cocoon', 'genetic engineering', 'scientists']",113374103,60074103,53300000
144,False,"['Crime', 'Drama', 'Science Fiction', 'Thriller']",281,tt0114558,"['pornography', 'prostitute', 'rape', 'police brutality', 'dream', 'future', 'bodyguard', 'rapper', 'virtual reality', 'dystopia', 'minidisc', 'police', 'murder', 'cyberpunk', 'los angeles', 'violence', 'criminal', 'private detective', 'revolt']",['Lightstorm Entertainment'],['United States of America'],10/13/1995,1995,You know you want it.,Strange Days,42000000,11.223055,145.0,6.8,334.0,"['pornography', 'prostitute', 'rape', 'police brutality', 'dream', 'future', 'bodyguard', 'rapper', 'virtual reality', 'dystopia', 'minidisc', 'police', 'murder', 'cyberpunk', 'los angeles', 'violence', 'criminal', 'private detective', 'revolt']",7959291,7959291,
148,False,"['Action', 'Thriller']",3512,tt0114781,"['terrorist', 'pentagon', 'satellite', 'u.s. navy seal', 'train']","['Regency Enterprises', 'Warner Bros.', 'Cutting Edge Films']",['United States of America'],7/13/1995,1995,Last time he rocked the boat. This time the sky's the limit.,Under Siege 2: Dark Territory,60000000,7.490247,100.0,5.6,217.0,"['terrorist', 'pentagon', 'satellite', 'navy seal']",104324083,50024083,54300000
151,False,"['Drama', 'Romance']",9560,tt0114887,"['world war ii', 'vineyard', 'love', 'remake', 'pregnancy', 'harvest', 'grape']","['Twentieth Century Fox Film Corporation', 'Zucker Brothers Productions']",['United States of America'],8/11/1995,1995,A man in search. A woman in need. A story of fate.,A Walk in the Clouds,20000000,9.715639,103.0,6.5,168.0,"['world war ii', 'vineyard', 'love', 'remake', 'pregnancy', 'harvest', 'grape']",50008143,50008143,
152,False,"['Adventure', 'Action']",9804,tt0114898,"['diving', 'ocean', 'tattoo', 'sailboat', 'mutant', 'post-apocalyptic future', 'pirate', 'oil tanker', 'environmental disaster', 'reluctant hero']","['Universal Pictures', 'Gordon Company', 'Davis Entertainment']",['United States of America'],7/28/1995,1995,Beyond the horizon lies the secret to a new beginning.,Waterworld,175000000,16.885184,135.0,5.9,1017.0,"['ocean', 'tattoo', 'mutant', 'water', 'dystopia']",264218220,88246220,175972000
153,False,['Drama'],31611,tt0114928,"['dystopia', 'black white relations', 'alternative universe']","['HBO', 'A BandApart', 'Rysher Entertainment']","['France', 'United States of America']",12/1/1995,1995,Reality Just Switched Sides,White Man's Burden,8000000,1.834099,89.0,5.1,25.0,"['dystopia', 'black white relations']",3734870,3734870,
154,False,"['Action', 'Western']",65796,tt0114938,"['opium', 'loss of eyesight', 'biography', 'sioux', 'wild bill hickok', 'calamity jane']",['United Artists'],[],12/1/1995,1995,The Name Is Legendary. The Man Is Real.,Wild Bill,30000000,8.922139,98.0,5.9,27.0,"['opium', 'loss of eyesight', 'biography', 'sioux', 'wild bill hickok']",2193982,2193982,
157,False,"['Drama', 'Romance']",76,tt0112471,"['dialogue', 'sunrise', 'talking', 'soulmates', 'walking', 'austria', 'traveller', 'danube', 'bittersweet', 'romantic']","['Detour Film Production', 'Warner Bros.']","['Austria', 'Switzerland', 'United States of America']",1/27/1995,1995,Can the greatest romance of your life last only one night?,Before Sunrise,2500000,11.304979,105.0,7.7,984.0,"['dialogue', 'sunrise', 'talking', 'soulmates', 'walking', 'austria', 'traveller', 'danube', 'bittersweet', 'romantic']",5535405,5535405,
